TEAM_NAME,PLAYER_NAME,POS,EST_RETURN,STATUS,COMMENT,DATA_DATE
Atlanta Hawks,Jalen Johnson,SF,Jan 15,Out,"Jan 13: Johnson (shoulder) has been ruled out for Tuesday's game against the Suns, Brad Rowland of the Locked On Podcast Network reports.",2025-01-14
Atlanta Hawks,Bogdan Bogdanovic,SG,Jan 14,Day-To-Day,"Jan 13: Bogdanovic (knee) is questionable for Tuesday's game against the Suns, Brad Rowland of the Locked On Podcast Network reports.",2025-01-14
Atlanta Hawks,Trae Young,PG,Jan 14,Day-To-Day,"Jan 13: Young (Achilles/illness) is listed as questionable for Tuesday's game against the Suns, Brad Rowland of the Locked On Podcast Network reports.",2025-01-14
Atlanta Hawks,Cody Zeller,C,Jan 25,Out,"Jan 10: Zeller (personal) won't play in Saturday's game versus the Rockets, Brad Rowland of the Locked On Podcast Network reports.",2025-01-14
Atlanta Hawks,Larry Nance Jr.,PF,Feb 20,Out,"Jan 3: Nance underwent surgery Thursday to repair the fractured fourth metacarpal bone in his right hand and will be re-evaluated in two weeks, Brad Rowland of the Locked On Podcast Network reports.",2025-01-14
Atlanta Hawks,Kobe Bufkin,G,Oct 1,Out,"Dec 18: Bufkin will miss the remainder of the 2024-25 season as he undergoes surgery to address his right shoulder instability, Michael Scotto of USA Today reports.",2025-01-14
Boston Celtics,Drew Peterson,F,Jan 15,Day-To-Day,Jan 13: Peterson (concussion) won't play Sunday versus the Pelicans.,2025-01-14
Brooklyn Nets,Trendon Watford,PF,Jan 15,Out,"Jan 13: Watford (hamstring) has been ruled out for Tuesday's matchup versus Portland, Brian Lewis of the New York Post reports.",2025-01-14
Brooklyn Nets,Bojan Bogdanovic,SF,Jan 15,Out,"Jan 13: Bogdanovic (foot) remains out for Tuesday's game against the Trail Blazers, Brian Lewis of the New York Post reports.",2025-01-14
Brooklyn Nets,Cameron Johnson,SF,Jan 14,Out,"Jan 13: Johnson (ankle) is questionable for Tuesday's game against the Trail Blazers, Brian Lewis of the New York Post reports.",2025-01-14
Brooklyn Nets,Nic Claxton,C,Jan 14,Day-To-Day,"Jan 13: Claxton is questionable for Tuesday's game against Portland due to right hamstring tightness, Brian Lewis of the New York Post reports.",2025-01-14
Brooklyn Nets,D'Angelo Russell,G,Jan 14,Out,"Jan 13: Russell (shin) is questionable for Tuesday's game versus Portland, Brian Lewis of the New York Post reports.",2025-01-14
Brooklyn Nets,Ben Simmons,PG,Jan 14,Day-To-Day,"Jan 13: Simmons (knee/back) is questionable for Tuesday's game against the Trail Blazers, Brian Lewis of the New York Post reports.",2025-01-14
Brooklyn Nets,Cam Thomas,SG,Jan 21,Out,"Jan 4: Thomas (hamstring) won't play in Saturday's game versus the 76ers, Adam Aaronson of PhillyVoice.com reports.",2025-01-14
Brooklyn Nets,Maxwell Lewis,F,Feb 20,Out,"Jan 3: The Nets announced Friday that Lewis has suffered a fractured left tibia and his return timetable is to be determined, Erik Slater of ClutchPoints.com reports.",2025-01-14
Charlotte Hornets,DaQuan Jeffries,SG,Jan 15,Day-To-Day,Jan 13: Jeffries (illness) has been ruled out for Sunday's game against the Suns.,2025-01-14
Chicago Bulls,Adama Sanogo,C,Jan 15,Out,Jan 13: Sanogo (knee) is out for Tuesday's game against the Pelicans.,2025-01-14
