TEAM_NAME,PLAYER_NAME,POS,EST_RETURN,STATUS,COMMENT,DATA_DATE
Atlanta Hawks,Zaccharie Risacher,PF,Jan 18,Day-To-Day,"Jan 16: Risacher won't play Wednesday against the Bulls due to left adductor irritation, Brad Rowland of the Locked On Podcast Network reports.",2025-01-16
Atlanta Hawks,Trae Young,PG,Jan 18,Day-To-Day,"Jan 16: Young won't play Wednesday against the Bulls due to a right rib contusion, Brad Rowland of the Locked On Podcast Network reports.",2025-01-16
Atlanta Hawks,De'Andre Hunter,SF,Jan 18,Out,"Jan 15: Hunter (foot) will not play Wednesday against the Bulls, Brad Rowland of the Locked On Podcast Network reports.",2025-01-16
Atlanta Hawks,Jalen Johnson,SF,Jan 18,Out,"Jan 15: Johnson (shoulder) won't play Wednesday against the Bulls, Brad Rowland of the Locked On Podcast Network reports.",2025-01-16
Atlanta Hawks,Cody Zeller,C,Jan 25,Out,"Jan 10: Zeller (personal) won't play in Saturday's game versus the Rockets, Brad Rowland of the Locked On Podcast Network reports.",2025-01-16
Atlanta Hawks,Larry Nance Jr.,PF,Feb 20,Out,"Jan 3: Nance underwent surgery Thursday to repair the fractured fourth metacarpal bone in his right hand and will be re-evaluated in two weeks, Brad Rowland of the Locked On Podcast Network reports.",2025-01-16
Atlanta Hawks,Kobe Bufkin,G,Oct 1,Out,"Dec 18: Bufkin will miss the remainder of the 2024-25 season as he undergoes surgery to address his right shoulder instability, Michael Scotto of USA Today reports.",2025-01-16
Brooklyn Nets,D'Angelo Russell,G,Jan 17,Day-To-Day,"Jan 16: Russell (shin/hamstring) has been ruled out for Wednesday's game against the Clippers, C.J. Holmes of the New York Daily News reports.",2025-01-16
Brooklyn Nets,Cameron Johnson,SF,Jan 17,Day-To-Day,"Jan 16: Johnson (rest) won't play Wednesday against the Clippers, Sharif Phillips-Keaton of USA Today reports.",2025-01-16
Brooklyn Nets,Ben Simmons,PG,Jan 17,Day-To-Day,"Jan 16: Nets head coach Jordi Fernandez said after Tuesday's 132-114 win over the Trail Blazers that Simmons is slated to sit out Wednesday's game against the Clippers for lower back injury management, Brian Lewis of the New York Post reports. ""So with Ben, we have a plan. Great to see that he played above 30 minutes [in Sunday's loss to the Jazz],"" Fernandez said. ""He feels good...But again, we want to be cautious and obviously still follow our protocol with him not playing back-to-backs.""",2025-01-16
Brooklyn Nets,Trendon Watford,PF,Jan 17,Out,Jan 15: Watford (hamstring) has been ruled out for Wednesday's game against the Clippers.,2025-01-16
Brooklyn Nets,Bojan Bogdanovic,SF,Jan 17,Out,Jan 15: Bogdanovic (foot) has been ruled out for Wednesday's game against the Clippers.,2025-01-16
Brooklyn Nets,Cam Thomas,SG,Jan 21,Out,"Jan 4: Thomas (hamstring) won't play in Saturday's game versus the 76ers, Adam Aaronson of PhillyVoice.com reports.",2025-01-16
Brooklyn Nets,Maxwell Lewis,F,Feb 20,Out,"Jan 3: The Nets announced Friday that Lewis has suffered a fractured left tibia and his return timetable is to be determined, Erik Slater of ClutchPoints.com reports.",2025-01-16
Charlotte Hornets,Josh Okogie,SF,Jan 17,Day-To-Day,"Jan 16: Okogie has been traded along with three second-round picks from the Suns to the Hornets for Nick Richards, Shams Charania of ESPN announced.",2025-01-16
Chicago Bulls,Talen Horton-Tucker,SF,Jan 17,Day-To-Day,Jan 16: Horton-Tucker is questionable for Friday's game against the Hornets with a left knee sprain.,2025-01-16
Chicago Bulls,Ayo Dosunmu,SG,Jan 17,Day-To-Day,Jan 16: Dosunmu (calf) is probable for Friday's game versus the Hornets.,2025-01-16
Chicago Bulls,Adama Sanogo,C,Jan 19,Out,Jan 16: Sanogo (knee) won't play in Friday's game versus the Hornets.,2025-01-16
Chicago Bulls,Josh Giddey,SG,Jan 17,Day-To-Day,Jan 16: Giddey is questionable for Friday's game against the Hornets with right hip soreness.,2025-01-16
Chicago Bulls,Coby White,PG,Jan 17,Day-To-Day,Jan 16: White (neck) is probable for Friday's game against the Hornets.,2025-01-16
Chicago Bulls,Emanuel Miller,F,Jan 18,Day-To-Day,"Jan 16: The Bulls are signing Miller to a two-way contract Friday, Jamal Collier of ESPN.com reports.",2025-01-16
Chicago Bulls,Torrey Craig,SF,Jan 27,Out,"Jan 13: Craig (lower leg) will be re-evaluated in two weeks as he continues to recover from his injury, K.C. Johnson of NBC Sports Chicago reports.",2025-01-16
Cleveland Cavaliers,Emoni Bates,F,Jan 18,Out,"Jan 15: Bates (knee) is out for Tuesday's game against the Pacers, Evan Dammarell of DownEuclid.com reports.",2025-01-16
Cleveland Cavaliers,Luke Travers,G,Jan 18,Out,"Dec 21: Travers signed a two-way contract with the Cavaliers on Wednesday, Adrian Wojnarowski of ESPN reports.",2025-01-16
Dallas Mavericks,Dereck Lively II,C,Jan 20,Out,Jan 16: Lively (ankle) will not play Friday against the Thunder.,2025-01-16
Dallas Mavericks,Kyrie Irving,PG,Jan 17,Day-To-Day,Jan 16: Irving (back) has been listed as questionable for Friday's game against the Thunder.,2025-01-16
Dallas Mavericks,Dante Exum,G,Jan 20,Out,Jan 7: Exum (wrist) remains listed as out for Tuesday's game against the Lakers.,2025-01-16
Dallas Mavericks,Luka Doncic,PG,Feb 2,Out,"Dec 27: Doncic will be re-evaluated in a month after sustaining a left calf strain on Christmas Day against the Timberwolves, Shams Charania of ESPN reports.",2025-01-16
Denver Nuggets,Aaron Gordon,PF,Jan 17,Day-To-Day,Jan 16: Gordon (calf) has been listed as questionable for Friday's game against the Heat.,2025-01-16
Denver Nuggets,Nikola Jokic,C,Jan 17,Day-To-Day,Jan 16: Jokic (elbow) has been listed as questionable for Friday's game against the Heat.,2025-01-16
Denver Nuggets,Jamal Murray,PG,Jan 17,Day-To-Day,Jan 16: Murray (knee) is probable for Friday's game versus Miami.,2025-01-16
Denver Nuggets,Vlatko Cancar,SF,Feb 20,Out,"Dec 4: Cancar (knee) will be re-evaluated in 8 weeks following left knee surgery, Ryan Blackburn of MileHighSports.com reports.",2025-01-16
Denver Nuggets,DaRon Holmes II,C,Jul 1,Out,,2025-01-16
Detroit Pistons,Jaden Ivey,PG,Mar 1,Out,"Jan 2: The Pistons announced Thursday that Ivey underwent successful surgery to repair a broken fibula in his left leg and he will be re-evaluated in four weeks, Keith Langlois of the Pistons' official site reports.",2025-01-16
Golden State Warriors,Kyle Anderson,SF,Jan 18,Day-To-Day,Jan 16: Anderson (hamstring) has been ruled out for Wednesday's game against the Timberwolves.,2025-01-16
Golden State Warriors,Jonathan Kuminga,PF,Feb 3,Out,"Jan 15: Kuminga (ankle) wasn't wearing a walking boot Wednesday but remains in the middle stages of his recovery, Anthony Slater of The Athletic reports.",2025-01-16
Golden State Warriors,Draymond Green,PF,Jan 18,Out,Jan 15: Green (illness) is out for Wednesday's game against the Timberwolves.,2025-01-16
Golden State Warriors,Brandin Podziemski,G,Jan 22,Out,"Jan 12: Podziemski (abdomen) has started running at full speed but isn't near a return, Danny Emerman of Bay Area News Group reports.",2025-01-16
Houston Rockets,Fred VanVleet,PG,Jan 18,Out,Jan 16: VanVleet is out for Saturday's game versus the Kings due to personal reasons.,2025-01-16
Houston Rockets,Jock Landale,C,Jan 18,Out,Jan 16: Landale (personal) will not play Thursday versus the Kings.,2025-01-16
Houston Rockets,Tari Eason,F,Jan 16,Out,Jan 16: Eason (leg) has been upgraded to questionable for Thursday's game against the Kings.,2025-01-16
Houston Rockets,Jabari Smith Jr.,PF,Feb 21,Out,"Jan 3: The Rockets announced Friday that Smith broke his left hand in shootaround and will be re-evaluated in 4-6 weeks, Michael Shapiro of SI.com reports.",2025-01-16
Indiana Pacers,Isaiah Jackson,SF,Oct 1,Out,"Nov 2: Jackson suffered a torn Achilles during Friday's game against the Pelicans, Shams Charania of ESPN reports.",2025-01-16
Indiana Pacers,James Wiseman,C,Oct 1,Out,"Oct 25: Wiseman underwent successful surgery to repair a torn left Achilles on Thursday, Shams Charania of ESPN reports.",2025-01-16
LA Clippers,Terance Mann,SG,Jan 16,Day-To-Day,"Jan 16: Mann (calf) is listed as questionable for Friday's game versus the Trail Blazers, Broderick Turner of the Los Angeles Times reports.",2025-01-16
LA Clippers,Kawhi Leonard,SF,Jan 19,Out,"Jan 16: Coach Tyronn Lue said before Wednesday's 126-67 win over the Nets that Leonard (rest) wouldn't play in Thursday's game against Portland, independent NBA writer Justin Russo reports.",2025-01-16
LA Clippers,P.J. Tucker,PF,Feb 8,Out,"Oct 20: The Clippers announced Sunday that Tucker will not be with the team moving forward, Joey Linn of SI.com reports.",2025-01-16
Los Angeles Lakers,Dorian Finney-Smith,PF,Jan 17,Day-To-Day,"Jan 16: Finney-Smith (perosnal) will not play Wednesday against the Heat, Dan Woike of the Los Angeles Times reports.",2025-01-16
Los Angeles Lakers,Bronny James,G,Jan 17,Day-To-Day,"Jan 16: James (illness) is out for Wednesday's game against the Heat, Jovan Buha of The Athletic reports.",2025-01-16
Los Angeles Lakers,Jalen Hood-Schifino,G,Jan 17,Out,"Jan 14: Hood-Schifino (hamstring) has been ruled out for Wednesday's game against the Heat, Dan Woike of the Los Angeles Times reports.",2025-01-16
Los Angeles Lakers,Christian Wood,F,Jan 25,Out,"Jan 14: Lakers head coach JJ Redick said Monday that he had no update on the status of Wood, who has been sidelined all season while recovering from the left knee surgery he underwent in September, Daniel Starkand of LakersNation.com reports.",2025-01-16
