,SEASON,PLAYER_ID,PLAYER,GP,W,L,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS_x,NBA_FANTASY_PTS,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,HOW_ACQUIRED,TEAM_ID,TEAM_NAME,GP_TEAM,FGM_TEAM,FGA_TEAM,FG3M_TEAM,FG3A_TEAM,FTM_TEAM,FTA_TEAM,OREB_TEAM,DREB_TEAM,REB_TEAM,AST_TEAM,TOV_TEAM,STL_TEAM,BLK_TEAM,PF_TEAM,PTS_TEAM,PLUS_MINUS_y,PPG,PACE,uPER,aPER,nPER
131,2023,203967,Dario Šarić,64,35,29,1097.7516666666668,181,388,74,197,79,93,73,210,283,144,78,31,10,112,515,-21,1115.6,F-C,6-10,225,"APR 08, 1994",30.0,6,Anadolu Efes,,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,8.046875,99.91,10.6875,10.606166174557103,15.134739637768185
132,2023,203952,Andrew Wiggins,71,38,33,1920.4483333333333,353,780,91,254,142,189,108,213,321,119,87,42,41,147,939,-58,1664.7,F,6-7,197,"FEB 23, 1995",29.0,9,Kansas,Traded from MIN on 02/06/20,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,13.225352112676056,99.91,12.690140845070422,12.593566557319429,17.970711359695752
133,2023,203110,Draymond Green,55,33,22,1490.1833333333334,185,372,51,129,54,74,76,322,398,332,135,55,47,166,475,171,1621.6,F,6-6,230,"MAR 04, 1990",34.0,11,Michigan State,#35 Pick in 2012 Draft,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,8.636363636363637,99.91,17.545454545454547,17.411930434360624,24.84639872484219
134,2023,1631311,Lester Quinones,37,24,13,394.455,56,141,32,88,20,29,21,51,72,36,17,6,2,44,164,17,311.4,G,6-4,208,"NOV 16, 2000",23.0,1,Memphis,,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,4.4324324324324325,99.91,4.5675675675675675,4.532807544808346,6.46820546554847
135,2023,201939,Stephen Curry,74,43,31,2421.5383333333334,650,1445,357,876,299,324,37,293,330,379,210,54,28,117,1956,189,2956.5,G,6-2,185,"MAR 14, 1988",36.0,14,Davidson,#7 Pick in 2009 Draft,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,26.43243243243243,99.91,23.2027027027027,23.026125900698016,32.857718296883796
136,2023,1631218,Trayce Jackson-Davis,68,39,29,1130.4516666666666,233,332,0,1,74,132,135,206,341,82,49,29,76,108,540,32,1338.2,F,6-9,245,"FEB 22, 2000",24.0,R,Indiana,Draft Rights Traded from WAS on 06/23/23,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,7.9411764705882355,99.91,12.676470588235293,12.580000333633604,17.95135269041097
137,2023,1630311,Pat Spencer,6,4,2,25.65,2,4,0,2,0,0,2,2,4,5,1,0,0,1,4,-6,15.3,G,6-3,205,"JUL 04, 1996",27.0,R,Northwestern,Signed on 07/23/22,1610612744,Golden State Warriors,82,3582,7515,1211,3191,1282,1644,996,2834,3830,2402,1174.0,572,377,1598,9657,214.0,0.6666666666666666,99.91,1.6666666666666667,1.6539830291706983,2.360193315831296
138,2023,1631257,Jermaine Samuels Jr.,14,8,6,60.13166666666667,9,14,0,2,2,2,3,10,13,3,0,1,2,5,20,-13,49.1,F,6-6,230,"NOV 13, 1998",25.0,R,Villanova,,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,1.4285714285714286,99.59,2.4285714285714284,2.417833593925571,3.4501893831623773
139,2023,1628988,Aaron Holiday,78,39,39,1269.2966666666666,186,417,84,217,58,63,23,100,123,140,53,42,6,125,514,85,962.6,G,6-0,185,"SEP 30, 1996",27.0,5,UCLA,Signed on 07/10/23,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,6.589743589743589,99.59,6.871794871794871,6.841411496537513,9.762526821738492
140,2023,1641708,Amen Thompson,62,30,32,1388.5316666666668,239,446,8,58,106,155,148,261,409,163,90,78,38,141,592,45,1585.3,G-F,6-7,200,"JAN 30, 2003",21.0,R,Overtime Elite,#4 Pick in 2023 Draft,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,9.548387096774194,99.59,15.064516129032258,14.997908953591446,21.401649133885794
141,2023,1629111,Jock Landale,56,28,28,763.46,106,206,10,40,52,65,88,84,172,65,31,20,33,74,274,161,705.9,C,6-11,255,"OCT 25, 1995",28.0,2,St. Mary's,Signed on 07/06/23,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,4.892857142857143,99.59,7.5,7.466839040064263,10.654996624472048
142,2023,1630224,Jalen Green,82,41,41,2601.3816666666667,563,1332,201,605,283,352,41,382,423,291,191,66,28,115,1610,31,2645.1,G,6-4,186,"FEB 09, 2002",22.0,2,NBA G League Ignite,#2 Pick in 2021 Draft,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,19.634146341463413,99.59,16.9390243902439,16.86412914902319,24.064699693319795
143,2023,1627832,Fred VanVleet,73,38,35,2684.4266666666667,423,1018,227,586,197,229,33,245,278,589,126,101,59,183,1270,183,2841.1,G,6-0,197,"FEB 25, 1994",30.0,7,Wichita State,Signed on 07/07/23,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,17.397260273972602,99.59,21.15068493150685,21.057167996089905,30.04806354006364
144,2023,1641715,Cam Whitmore,47,19,28,880.3333333333334,212,467,79,220,76,112,44,136,180,33,46,30,17,64,579,-28,939.5,F,6-7,230,"JUL 08, 2004",19.0,R,Villanova,#20 Pick in 2023 Draft,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,12.319148936170214,99.59,10.680851063829786,10.63362609393549,15.173924270879343
145,2023,1630256,Jae'Sean Tate,65,32,33,1031.4566666666667,108,229,23,77,26,39,61,136,197,64,37,42,15,137,265,78,731.4,F,6-4,230,"OCT 28, 1995",28.0,3,Ohio State,Signed on 11/25/20,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,4.076923076923077,99.59,6.338461538461538,6.310436275910721,9.004838172887148
146,2023,1628415,Dillon Brooks,72,36,36,2226.7383333333332,329,768,133,370,124,147,53,193,246,119,88,64,10,241,915,-21,1522.7,G-F,6-6,225,"JAN 22, 1996",28.0,6,Oregon,Traded from MEM on 07/08/23,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,12.708333333333334,99.59,11.166666666666666,11.11729368187346,15.86410608532505
147,2023,1631095,Jabari Smith Jr.,76,39,37,2423.845,378,833,138,380,150,185,139,477,616,121,89,52,61,200,1044,-84,2214.7,F,6-11,220,"MAY 13, 2003",21.0,1,Auburn,#3 Pick in 2022 Draft,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,13.736842105263158,99.59,17.30263157894737,17.2261286626044,24.58126414242236
148,2023,1630207,Nate Hinton,15,8,7,74.55166666666666,11,26,7,14,4,5,7,15,22,10,3,3,2,11,33,13,86.4,G-F,6-5,210,"JUN 08, 1999",25.0,2,Houston,,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,2.2,99.59,3.4,3.3849670314957994,4.830265136427329
149,2023,1631106,Tari Eason,22,12,10,480.105,88,189,18,50,21,33,46,107,153,27,20,31,19,51,215,88,569.1,F,6-8,215,"MAY 10, 2001",23.0,1,Louisiana State,#17 Pick in 2022 Draft,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,9.772727272727273,99.59,14.181818181818182,14.119113821212427,20.147629980819875
150,2023,1631466,Nate Williams,22,11,11,129.385,27,50,2,5,7,13,12,11,23,7,4,4,1,10,63,23,112.1,G,6-5,205,"FEB 12, 1999",25.0,1,Buffalo,Signed on 08/01/23,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,2.8636363636363638,99.59,2.9545454545454546,2.941482046085922,4.197422912670807
151,2023,203493,Reggie Bullock Jr.,44,24,20,417.47333333333336,34,82,27,67,1,1,6,67,73,15,10,12,5,29,96,-53,247.1,G-F,6-6,205,"MAR 16, 1991",33.0,10,North Carolina,,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,2.1818181818181817,99.59,3.25,3.2356302506945145,4.617165203937888
152,2023,1630578,Alperen Sengun,63,29,34,2045.635,527,982,33,111,244,352,183,406,589,312,162,76,46,211,1331,49,2709.8,C,6-11,243,"JUL 25, 2002",21.0,2,Besiktas,Draft Rights Traded from OKC on 07/30/21,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,21.126984126984127,99.59,25.857142857142858,25.742816500031083,36.7343693148465
153,2023,201145,Jeff Green,78,39,39,1307.3383333333334,167,366,53,160,122,149,46,132,178,70,46,16,31,100,509,-77,922.6,F,6-8,235,"AUG 28, 1986",37.0,15,Georgetown,Signed on 07/06/23,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,6.5256410256410255,99.59,6.82051282051282,6.79035618686186,9.689672143964325
154,2023,1626246,Boban Marjanović,14,9,5,70.91,18,34,0,2,9,14,7,25,32,6,5,1,2,5,45,-20,96.4,C,7-4,290,"AUG 15, 1988",35.0,8,Crvena zvezda,,1610612745,Houston Rockets,82,3425,7459,1043,2964,1482,1916,940,2787,3727,2035,1045.0,639,375,1702,9375,92.0,3.2142857142857144,99.59,4.285714285714286,4.266765165751008,6.0885694996983135
155,2023,201566,Russell Westbrook,68,45,23,1528.8166666666666,301,663,42,154,110,160,93,250,343,306,144,74,23,121,754,104,1771.6,G,6-4,200,"NOV 12, 1988",35.0,15,UCLA,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,11.088235294117647,97.93,13.882352941176471,14.055250348888665,20.05649836831482
156,2023,201935,James Harden,72,46,26,2469.6683333333335,352,822,186,488,302,344,34,335,369,614,185,77,57,127,1192,291,2772.8,G,6-5,220,"AUG 26, 1989",34.0,14,Arizona State,Traded from PHI on 11/01/23,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,16.555555555555557,97.93,22.38888888888889,22.66773072981079,32.34629715662072
157,2023,202695,Kawhi Leonard,68,44,24,2330.04,610,1162,140,336,253,286,84,332,416,244,119,111,59,97,1613,392,2869.2,F,6-7,225,"JUN 29, 1991",33.0,11,San Diego State,Signed on 07/09/19,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,23.720588235294116,97.93,25.573529411764707,25.892034276183672,36.947299430613846
158,2023,1630527,Brandon Boston Jr.,32,17,15,345.1716666666667,65,161,14,52,23,33,19,33,52,13,24,11,8,40,167,-111,281.9,G,6-6,188,"NOV 28, 2001",22.0,2,Kentucky,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,5.21875,97.93,3.78125,3.8283434808877095,5.462952481941683
159,2023,1630538,Bones Hyland,37,20,17,540.21,97,251,44,135,18,23,5,50,55,93,44,26,4,51,256,-65,507.5,G,6-2,169,"SEP 14, 2000",23.0,2,Virginia Commonwealth,Traded from DEN on 02/09/23,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,6.918918918918919,97.93,6.243243243243243,6.320999555667176,9.019911714655553
160,2023,1629599,Amir Coffey,70,46,24,1460.5966666666666,166,352,70,184,61,71,29,119,148,76,33,41,14,102,463,-92,886.6,G-F,6-7,210,"JUN 17, 1997",27.0,4,Minnesota,Signed on 07/09/19,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,6.614285714285714,97.93,7.328571428571428,7.419844932969614,10.587937183418495
161,2023,1628464,Daniel Theis,59,37,22,1006.4066666666666,155,289,26,70,38,50,85,159,244,61,42,21,51,126,374,62,932.3,F-C,6-8,245,"APR 04, 1992",32.0,6,Brose Bamberg,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,6.338983050847458,97.93,9.542372881355933,9.661218119018486,13.786321881868798
162,2023,1641757,Jordan Miller,8,5,3,28.191666666666666,5,9,1,2,2,2,3,2,5,0,1,0,0,2,13,-13,18.0,G,6-5,194,"JAN 23, 2000",24.0,R,Miami,#48 Pick in 2023 Draft,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,1.625,97.93,1.625,1.6452385207120734,2.3477151162063428
163,2023,202331,Paul George,74,48,26,2501.766666666667,582,1236,243,588,264,291,37,351,388,262,153,113,37,202,1671,461,2826.6,F,6-8,220,"MAY 02, 1990",34.0,13,Fresno State,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,22.58108108108108,97.93,22.12162162162162,22.397134789236294,31.960163369894246
164,2023,1629611,Terance Mann,75,47,28,1872.8916666666667,254,493,71,204,79,95,87,167,254,119,48,43,15,145,658,52,1267.3,G-F,6-5,215,"OCT 18, 1996",27.0,4,Florida State,#48 Pick in 2019 Draft,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,8.773333333333333,97.93,10.48,10.610522890500018,15.140956564826137
165,2023,200782,P.J. Tucker,28,11,17,419.9716666666667,16,45,11,30,3,3,27,44,71,16,6,13,5,45,46,-52,203.2,F,6-5,245,"MAY 05, 1985",39.0,12,Texas,Traded from PHI on 11/01/23,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,1.6428571428571428,97.93,4.142857142857143,4.194454250606605,5.985383592965621
166,2023,1641738,Kobe Brown,44,27,17,393.99833333333333,37,90,14,48,1,2,20,42,62,25,9,12,6,49,89,-92,245.9,F,6-7,250,"JAN 01, 2000",24.0,R,Missouri,#30 Pick in 2023 Draft,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,2.022727272727273,97.93,2.977272727272727,3.0143530938920504,4.301408115007425
167,2023,1629875,Xavier Moon,14,7,7,119.25,15,46,2,17,1,2,8,10,18,21,5,3,3,8,33,-37,99.1,G,6-0,165,"JAN 02, 1995",29.0,2,Morehead State,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,2.357142857142857,97.93,2.9285714285714284,2.965045246118462,4.2310470226136285
168,2023,1626181,Norman Powell,76,48,28,1990.3783333333333,373,768,167,384,143,172,16,179,195,82,66,43,22,137,1056,212,1542.0,G,6-4,215,"MAY 25, 1993",31.0,8,UCLA,Traded from POR on 02/04/22,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,13.894736842105264,97.93,11.947368421052632,12.09616661381832,17.260933809840964
169,2023,1631217,Moussa Diabaté,11,7,4,64.23833333333333,10,19,0,0,9,14,15,9,24,4,2,5,1,4,29,-2,79.8,F,6-9,210,"JAN 21, 2002",22.0,1,Michigan,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,2.6363636363636362,97.93,4.2727272727272725,4.325941844669507,6.173013172682411
170,2023,1627826,Ivica Zubac,68,42,26,1794.4483333333333,337,519,0,0,120,166,196,430,626,93,79,22,83,180,794,184,1920.7,C,7-0,240,"MAR 18, 1997",27.0,7,Mega Basket,Traded from LAL on 02/07/19,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,11.676470588235293,97.93,19.279411764705884,19.519526702746862,27.853887034810093
171,2023,203486,Mason Plumlee,46,29,17,673.9266666666666,87,153,0,6,70,99,60,174,234,55,36,14,17,68,244,11,664.3,F-C,6-10,254,"MAR 05, 1990",34.0,10,Duke,,1610612746,LA Clippers,82,3473,7108,1036,2719,1499,1817,822,2701,3523,2097,1078.0,640,413,1519,9481,269.0,5.304347826086956,97.93,9.41304347826087,9.530277986198366,13.599473515951123
172,2023,1641720,Jalen Hood-Schifino,21,10,11,108.98333333333333,10,45,2,15,12,20,2,11,13,8,9,3,2,13,34,-54,67.6,G,6-5,215,"JUN 19, 2003",21.0,R,Indiana,#17 Pick in 2023 Draft,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,1.619047619047619,101.38,0.38095238095238093,0.3725715287759083,0.5316504561276211
173,2023,1626156,D'Angelo Russell,76,46,30,2484.1283333333336,492,1080,226,545,159,192,28,208,236,482,156,69,36,156,1369,184,2534.2,G,6-3,193,"FEB 23, 1996",28.0,8,Ohio State,Traded from MIN on 02/09/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,18.013157894736842,101.38,18.61842105263158,18.208820686802824,25.983541618145168
174,2023,1629020,Jarred Vanderbilt,29,14,15,581.2366666666667,59,114,8,27,24,36,41,97,138,36,28,36,5,43,150,43,464.6,F,6-8,214,"APR 03, 1999",25.0,5,Kentucky,Traded from UTA on 02/09/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,5.172413793103448,101.38,9.310344827586206,9.105519690342243,12.993353820015567
175,2023,203076,Anthony Davis,76,45,31,2700.2433333333333,713,1283,29,107,421,516,239,722,961,266,159,91,178,177,1876,151,4076.2,F-C,6-10,253,"MAR 11, 1993",31.0,11,Kentucky,Traded from NOP on 07/06/19,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,24.68421052631579,101.38,33.526315789473685,32.78874566075873,46.788737839599925
176,2023,1630219,Skylar Mays,21,6,15,356.1666666666667,53,138,14,49,13,17,9,28,37,75,18,14,3,20,133,-94,322.9,G,6-3,205,"SEP 05, 1997",26.0,3,Louisiana State,,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,6.333333333333333,101.38,7.380952380952381,7.218573370033225,10.30072758747266
177,2023,1629629,Cam Reddish,48,27,21,984.0616666666666,91,234,37,110,41,54,27,72,99,48,31,47,14,64,260,-50,602.8,F-G,6-7,217,"SEP 01, 1999",24.0,4,Duke,Signed on 07/06/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,5.416666666666667,101.38,5.854166666666667,5.7253765398610295,8.169972243773678
178,2023,1629216,Gabe Vincent,11,7,4,217.635,15,49,3,28,1,2,4,5,9,21,5,9,0,19,34,31,98.3,G,6-2,200,"JUN 14, 1996",28.0,4,California-Santa Barbara,Signed on 07/06/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,3.090909090909091,101.38,3.0,2.9340007891102786,4.186747342005017
179,2023,1631108,Max Christie,67,38,29,944.3183333333334,103,241,42,118,36,46,15,127,142,60,35,20,17,57,284,-17,620.4,G,6-5,190,"FEB 10, 2003",21.0,1,Michigan State,#35 Pick in 2022 Draft,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,4.2388059701492535,101.38,5.074626865671642,4.962986409440273,7.082060180505999
180,2023,1629637,Jaxson Hayes,70,41,29,877.1333333333333,126,175,0,8,51,82,69,142,211,33,43,34,29,123,303,-107,751.7,C-F,7-0,220,"MAY 23, 2000",24.0,4,Texas,Signed on 07/06/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,4.328571428571428,101.38,6.957142857142857,6.804087544270026,9.709266455030681
181,2023,1627752,Taurean Prince,78,44,34,2107.6216666666664,253,572,141,356,50,68,21,209,230,119,73,58,35,146,697,-118,1357.5,F,6-6,218,"MAR 22, 1994",30.0,7,Baylor,,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,8.935897435897436,101.38,9.346153846153847,9.140540919920483,13.043328257784859
182,2023,1630658,Colin Castleton,16,9,7,59.08,9,16,0,0,6,6,6,6,12,3,3,2,0,11,24,-44,45.9,C,6-10,250,"MAY 25, 2000",24.0,R,Florida,,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,1.5,101.38,1.9375,1.8948755096337215,2.703940991711573
183,2023,1630559,Austin Reaves,82,47,35,2628.95,457,940,154,420,232,272,57,295,352,450,174,66,25,153,1300,-41,2496.4,G,6-5,197,"MAY 29, 1998",26.0,2,Oklahoma,Signed on 08/03/21,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,15.853658536585366,101.38,18.24390243902439,17.84254138418283,25.460870014794732
184,2023,1628385,Harry Giles III,16,6,10,81.25,22,44,3,11,7,13,12,14,26,6,6,1,3,15,54,-8,100.2,F-C,6-10,240,"APR 22, 1998",26.0,3,Duke,,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,3.375,101.38,3.5,3.4230009206286582,4.8845385656725195
185,2023,1641721,Maxwell Lewis,34,18,16,102.825,4,21,1,9,2,3,2,2,4,6,10,2,1,5,11,-73,23.8,F,6-7,195,"JUL 27, 2002",21.0,R,Pepperdine,Draft Rights Traded from DEN on 06/23/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,0.3235294117647059,101.38,-0.11764705882352941,-0.11505885447491287,-0.16418617027470653
186,2023,2544,LeBron James,71,41,30,2503.6833333333334,685,1269,149,363,303,404,61,457,518,589,245,89,38,78,1822,218,3463.1,F,6-9,250,"DEC 30, 1984",39.0,20,St. Vincent-St. Mary HS (OH),Signed on 07/09/18,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,25.661971830985916,101.38,29.943661971830984,29.284909284734514,41.78884905682002
187,2023,203915,Spencer Dinwiddie,48,19,29,1473.9233333333334,195,499,89,278,125,160,26,132,158,288,62,38,9,86,604,-27,1304.6,G,6-5,215,"APR 06, 1993",31.0,9,Colorado,,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,12.583333333333334,101.38,14.5,14.181003814033012,20.23594548635758
188,2023,1629060,Rui Hachimura,68,40,28,1825.4933333333333,363,676,98,232,99,134,58,236,294,81,46,41,25,101,923,123,1549.3,F,6-8,230,"FEB 08, 1998",26.0,4,Gonzaga,Traded from WAS on 01/23/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,13.573529411764707,101.38,14.264705882352942,13.950886105083187,19.90757314580817
189,2023,1626174,Christian Wood,50,28,22,871.9433333333334,123,264,35,114,66,94,39,215,254,49,50,16,33,72,347,3,822.3,F,6-8,214,"SEP 27, 1995",28.0,7,UNLV,Signed on 09/06/23,1610612747,Los Angeles Lakers,82,3580,7177,969,2572,1550,1983,676,2859,3535,2340,1146.0,605,453,1283,9679,49.0,6.94,101.38,9.6,9.38880252515289,13.397591494416051
190,2023,1626196,Josh Richardson,43,24,19,1102.83,154,347,66,190,51,54,18,103,121,105,36,24,14,76,425,-107,805.7,G,6-5,200,"SEP 15, 1993",30.0,8,Tennessee,Signed on 07/02/23,1610612748,Miami Heat,82,3266,7022,1022,2765,1478,1806,766,2702,3468,2116,1038.0,617,280,1415,9032,144.0,9.883720930232558,96.88,10.627906976744185,10.876893415653665,15.521060787127215
191,2023,1626179,Terry Rozier,31,15,16,975.3933333333333,190,449,66,178,63,69,18,112,130,144,41,31,9,49,509,0,960.0,G,6-1,190,"MAR 17, 1994",30.0,8,Louisville,Traded from CHA on 01/23/24,1610612748,Miami Heat,82,3266,7022,1022,2765,1478,1806,766,2702,3468,2116,1038.0,617,280,1415,9032,144.0,16.419354838709676,96.88,16.677419354838708,17.068131398559796,24.355805912234427
192,2023,1626153,Delon Wright,33,6,27,455.87666666666667,48,122,14,38,24,29,13,46,59,82,11,35,8,22,134,-49,445.8,G,6-5,185,"APR 26, 1992",32.0,8,Utah,,1610612748,Miami Heat,82,3266,7022,1022,2765,1478,1806,766,2702,3468,2116,1038.0,617,280,1415,9032,144.0,4.0606060606060606,96.88,6.909090909090909,7.070954382804095,10.090078904382683
193,2023,1631107,Nikola Jović,46,24,22,896.2366666666667,127,281,65,163,33,47,25,167,192,90,42,25,14,82,352,149,792.4,F,6-10,205,"JUN 09, 2003",21.0,1,Mega Basket,#27 Pick in 2022 Draft,1610612748,Miami Heat,82,3266,7022,1022,2765,1478,1806,766,2702,3468,2116,1038.0,617,280,1415,9032,144.0,7.6521739130434785,96.88,10.065217391304348,10.301021359159398,14.699305451951089
194,2023,1631288,Jamal Cain,26,14,12,259.09166666666664,34,79,11,31,18,23,15,22,37,10,8,10,5,22,97,-27,193.4,F,6-6,191,"MAR 20, 1999",25.0,1,Oakland,,1610612748,Miami Heat,82,3266,7022,1022,2765,1478,1806,766,2702,3468,2116,1038.0,617,280,1415,9032,144.0,3.730769230769231,96.88,3.8846153846153846,3.9756226312223424,5.673116226097753
195,2023,201988,Patty Mills,19,9,10,201.91666666666666,19,51,13,34,0,0,5,15,20,14,8,9,1,17,51,-39,118.0,G,6-2,180,"AUG 11, 1988",35.0,14,St. Mary's,,1610612748,Miami Heat,82,3266,7022,1022,2765,1478,1806,766,2702,3468,2116,1038.0,617,280,1415,9032,144.0,2.6842105263157894,96.88,2.8947368421052633,2.9625536022136267,4.227491507722661
